person_id,arrest_id,filing_date,charge_degree,offense_category,arrest_date_event
228162,7542921,2016-01-20,misdemeanor,property,2016-01-20
228445,7566068,2016-01-14,misdemeanor,drug,2016-01-14
92636,4665139,2017-12-11,misdemeanor,property,2017-12-11
230874,5698616,2017-05-31,misdemeanor,violent,2017-05-31
230885,5830453,2017-04-29,felony,property,2017-04-29
230959,5045367,2017-10-10,misdemeanor,drug,2017-10-10
91611,5469330,2017-07-24,misdemeanor,property,2017-07-24
235227,6072436,2017-02-26,misdemeanor,drug,2017-02-26
230959,5389656,2017-08-08,misdemeanor,property,2017-08-08
236038,4737746,2017-11-29,misdemeanor,violent,2017-11-29
92636,5789741,2017-05-10,misdemeanor,property,2017-05-10
91690,5883395,2017-04-17,misdemeanor,property,2017-04-17
92636,5155920,2017-09-19,misdemeanor,property,2017-09-19
92826,4574366,2017-12-30,misdemeanor,property,2017-12-30
91611,4574504,2017-12-30,misdemeanor,other,2017-12-30
91690,5540459,2017-07-07,misdemeanor,property,2017-07-07
91611,5546180,2017-07-06,misdemeanor,property,2017-07-06
92636,4588296,2017-12-27,misdemeanor,property,2017-12-27
66046,6122534,2017-02-14,misdemeanor,property,2017-02-14
126282,4762793,2017-11-24,misdemeanor,property,2017-11-24
91690,5169643,2017-09-16,misdemeanor,property,2017-09-16
91611,5490784,2017-07-18,misdemeanor,property,2017-07-18
28614,4630193,2017-12-18,misdemeanor,violent,2017-12-18
242483,4674255,2017-12-08,misdemeanor,property,2017-12-08
243705,4841351,2017-11-11,misdemeanor,property,2017-11-11
92636,5182465,2017-09-14,misdemeanor,property,2017-09-14
92636,5577409,2017-06-29,misdemeanor,property,2017-06-29
69593,6166510,2017-02-03,misdemeanor,property,2017-02-03
243705,6060586,2017-03-01,misdemeanor,property,2017-03-01
92636,5034209,2017-10-11,misdemeanor,property,2017-10-11
248206,5297910,2017-08-25,misdemeanor,property,2017-08-25
92636,5212292,2017-09-11,misdemeanor,property,2017-09-11
249937,5322293,2017-08-21,misdemeanor,violent,2017-08-21
91690,5330439,2017-08-19,misdemeanor,property,2017-08-19
229544,5997738,2017-03-18,misdemeanor,other,2017-03-18
91718,6028961,2017-03-09,misdemeanor,property,2017-03-09
95389,3021313,2018-09-14,misdemeanor,other,2018-09-14
115968,2694279,2018-11-15,misdemeanor,violent,2018-11-15
260781,3059137,2018-09-07,felony,violent,2018-09-07
98350,4251992,2018-03-02,misdemeanor,violent,2018-03-02
98350,4264651,2018-02-28,misdemeanor,property,2018-02-28
265085,2818123,2018-10-23,misdemeanor,property,2018-10-23
265085,2879575,2018-10-11,misdemeanor,property,2018-10-11
260781,3059136,2018-09-07,felony,violent,2018-09-07
98350,3187114,2018-08-12,misdemeanor,property,2018-08-12
242203,3513350,2018-06-30,felony,violent,2018-06-30
98350,3714377,2018-05-24,misdemeanor,other,2018-05-24
13592,3756109,2018-05-16,misdemeanor,violent,2018-05-16
265085,3783442,2018-05-11,misdemeanor,property,2018-05-11
271093,3188624,2018-08-11,misdemeanor,property,2018-08-11
243705,3065596,2018-09-06,felony,other,2018-09-06
275082,3083081,2018-09-04,misdemeanor,other,2018-09-04
27836,3448399,2018-07-12,misdemeanor,violent,2018-07-12
243705,2467599,2018-12-31,misdemeanor,property,2018-12-31
265085,2573014,2018-12-09,misdemeanor,property,2018-12-09
92636,2715207,2018-11-10,misdemeanor,property,2018-11-10
92636,2901076,2018-10-08,misdemeanor,property,2018-10-08
243705,2935721,2018-10-01,misdemeanor,property,2018-10-01
27836,4319635,2018-02-17,misdemeanor,violent,2018-02-17
92636,4324643,2018-02-16,misdemeanor,property,2018-02-16
32779,1248505,2019-07-24,misdemeanor,violent,2019-07-24
91883,1047266,2019-09-03,misdemeanor,other,2019-09-03
92636,1411743,2019-06-23,misdemeanor,property,2019-06-23
115968,1413858,2019-06-22,misdemeanor,violent,2019-06-22
126282,1498893,2019-06-06,misdemeanor,property,2019-06-06
92636,1834377,2019-04-24,misdemeanor,property,2019-04-24
92636,1851482,2019-04-21,misdemeanor,property,2019-04-21
91883,1943438,2019-04-05,misdemeanor,other,2019-04-05
92636,2124732,2019-03-06,misdemeanor,property,2019-03-06
301613,2374752,2019-01-18,misdemeanor,other,2019-01-18
91883,729953,2019-11-04,misdemeanor,property,2019-11-04
91883,22684,2020-04-27,misdemeanor,property,2020-04-27
28614,346942,2020-01-23,misdemeanor,property,2020-01-23
306374,3294755,2020-06-17,misdemeanor,violent,2020-06-17
92636,401567,2020-01-13,misdemeanor,property,2020-01-13
27249,11325121,2012-08-04,misdemeanor,violent,2012-08-04
66046,11182725,2012-09-21,misdemeanor,property,2012-09-21
98350,10937959,2012-12-18,misdemeanor,property,2012-12-18
32790,11100901,2012-10-20,felony,property,2012-10-20
92254,11124555,2012-10-12,misdemeanor,property,2012-10-12
113657,11150684,2012-10-03,misdemeanor,other,2012-10-03
115968,10592105,2013-04-24,misdemeanor,other,2013-04-24
93743,10150429,2013-09-23,misdemeanor,property,2013-09-23
92826,10001779,2013-11-16,misdemeanor,property,2013-11-16
126282,10294030,2013-08-06,misdemeanor,other,2013-08-06
131507,10895117,2013-01-07,felony,violent,2013-01-07
66046,10070531,2013-10-23,felony,violent,2013-10-23
98350,10073674,2013-10-22,misdemeanor,property,2013-10-22
25060,9904022,2013-12-13,misdemeanor,other,2013-12-13
33253,10499564,2013-05-27,misdemeanor,property,2013-05-27
98350,10530684,2013-05-16,misdemeanor,violent,2013-05-16
93743,8884967,2014-11-17,misdemeanor,other,2014-11-17
91690,8895046,2014-11-13,misdemeanor,other,2014-11-13
115414,9729689,2014-02-08,misdemeanor,other,2014-02-08
65964,9834887,2014-01-03,misdemeanor,property,2014-01-03
91690,8951771,2014-10-23,misdemeanor,property,2014-10-23
78880,9508153,2014-04-26,felony,property,2014-04-26
106675,9306305,2014-06-27,felony,other,2014-06-27
114124,9375174,2014-06-04,misdemeanor,other,2014-06-04
69058,8850197,2014-11-27,misdemeanor,property,2014-11-27
175405,8060389,2015-08-14,misdemeanor,property,2015-08-14
92636,8399158,2015-04-27,misdemeanor,property,2015-04-27
91690,8440742,2015-04-15,misdemeanor,property,2015-04-15
91690,7614533,2015-12-29,misdemeanor,property,2015-12-29
175405,8705837,2015-01-21,misdemeanor,violent,2015-01-21
92636,7769219,2015-11-11,misdemeanor,property,2015-11-11
92636,7969506,2015-09-10,misdemeanor,property,2015-09-10
67939,8243244,2015-06-18,misdemeanor,property,2015-06-18
92826,8618758,2015-02-14,misdemeanor,violent,2015-02-14
27785,6443918,2016-11-13,misdemeanor,violent,2016-11-13
92826,6723938,2016-08-21,misdemeanor,property,2016-08-21
122092,6464808,2016-11-05,felony,property,2016-11-05
700259,7347268,2016-03-16,felony,violent,2016-03-16
210420,6496625,2016-10-26,misdemeanor,other,2016-10-26
69058,7511394,2016-02-02,misdemeanor,property,2016-02-02
13592,7357500,2016-03-13,misdemeanor,property,2016-03-13
67939,7367366,2016-03-10,misdemeanor,property,2016-03-10
67939,6802628,2016-07-28,misdemeanor,property,2016-07-28
184900,6816608,2016-07-23,felony,property,2016-07-23
113657,6607334,2016-09-22,felony,property,2016-09-22
780656,6969145,2016-06-09,felony,property,2016-06-09
91883,6972511,2016-06-08,misdemeanor,property,2016-06-08
98350,6623309,2016-09-19,misdemeanor,drug,2016-09-19
69058,7417171,2016-02-25,misdemeanor,other,2016-02-25
98350,7001601,2016-05-31,misdemeanor,violent,2016-05-31
220893,6404454,2016-11-19,felony,property,2016-11-19
92636,7041224,2016-05-18,misdemeanor,property,2016-05-18
67939,7453915,2016-02-18,misdemeanor,property,2016-02-18
98350,6751005,2016-08-12,misdemeanor,other,2016-08-12
92826,7241896,2016-04-13,misdemeanor,violent,2016-04-13
91481,5369551,2017-08-11,misdemeanor,other,2017-08-11
92636,5128118,2017-09-24,misdemeanor,property,2017-09-24
98350,5404630,2017-08-05,misdemeanor,other,2017-08-05
238381,5480070,2017-07-20,felony,other,2017-07-20
92636,5812071,2017-05-04,misdemeanor,property,2017-05-04
91690,5911828,2017-04-10,misdemeanor,violent,2017-04-10
539354,4818638,2017-11-15,misdemeanor,property,2017-11-15
239629,5585793,2017-06-27,felony,violent,2017-06-27
246429,4981359,2017-10-20,misdemeanor,property,2017-10-20
217338,5591945,2017-06-26,felony,other,2017-06-26
26258,6230459,2017-01-17,misdemeanor,property,2017-01-17
91481,5340908,2017-08-17,misdemeanor,property,2017-08-17
230874,5175186,2017-09-15,misdemeanor,violent,2017-09-15
196266,5686022,2017-06-03,misdemeanor,violent,2017-06-03
91690,6204625,2017-01-24,misdemeanor,property,2017-01-24
91481,6210458,2017-01-23,misdemeanor,property,2017-01-23
91690,5996761,2017-03-19,misdemeanor,property,2017-03-19
98350,4251991,2018-03-02,misdemeanor,violent,2018-03-02
13592,2737378,2018-11-06,felony,property,2018-11-06
13592,2737379,2018-11-06,felony,property,2018-11-06
91481,4319416,2018-02-17,misdemeanor,property,2018-02-17
91883,1178058,2019-08-07,misdemeanor,property,2019-08-07
91883,556446,2019-12-07,misdemeanor,property,2019-12-07
243705,2030506,2019-03-20,misdemeanor,property,2019-03-20
91883,856722,2019-10-08,misdemeanor,property,2019-10-08
126282,804028,2019-10-18,misdemeanor,property,2019-10-18
27586,1025422,2019-09-06,misdemeanor,property,2019-09-06
220893,1528443,2019-05-31,felony,violent,2019-05-31
65387,2369334,2019-01-19,felony,violent,2019-01-19
91883,575170,2019-12-04,misdemeanor,other,2019-12-04
32779,798074,2019-10-20,felony,violent,2019-10-20
101770,3326186,2020-06-26,misdemeanor,property,2020-06-26
98350,439928,2020-01-04,felony,violent,2020-01-04
69058,340255,2020-01-24,misdemeanor,violent,2020-01-24
65387,268571,2020-02-07,felony,violent,2020-02-07
265085,8724008,2020-11-23,misdemeanor,violent,2020-11-23
91883,223597,2020-02-18,misdemeanor,violent,2020-02-18
98350,263109,2020-02-09,misdemeanor,other,2020-02-09
306222,11441983,2012-06-24,felony,property,2012-06-24
84027,11185338,2012-09-20,misdemeanor,drug,2012-09-20
434345,11462875,2012-06-17,misdemeanor,property,2012-06-17
555286,11304287,2012-08-12,misdemeanor,property,2012-08-12
172713,11514055,2012-05-31,misdemeanor,drug,2012-05-31
145687,11356626,2012-07-25,misdemeanor,other,2012-07-25
434345,11595615,2012-05-04,misdemeanor,violent,2012-05-04
265085,11022578,2012-11-20,misdemeanor,drug,2012-11-20
112145,11074891,2012-10-31,misdemeanor,property,2012-10-31
316053,11404185,2012-07-08,misdemeanor,violent,2012-07-08
67939,11140088,2012-10-07,misdemeanor,property,2012-10-07
570963,11424142,2012-06-30,misdemeanor,violent,2012-06-30
571225,11430441,2012-06-28,misdemeanor,drug,2012-06-28
67939,10142531,2013-09-25,misdemeanor,property,2013-09-25
575555,10298295,2013-08-05,misdemeanor,drug,2013-08-05
92826,10004549,2013-11-15,misdemeanor,property,2013-11-15
92254,10224653,2013-08-28,misdemeanor,property,2013-08-28
586087,10241437,2013-08-22,misdemeanor,drug,2013-08-22
265085,10254672,2013-08-17,misdemeanor,drug,2013-08-17
29538,10881294,2013-01-11,misdemeanor,drug,2013-01-11
103801,10881298,2013-01-11,misdemeanor,violent,2013-01-11
106675,10248015,2013-08-20,misdemeanor,drug,2013-08-20
198393,9850524,2013-12-29,misdemeanor,violent,2013-12-29
598785,9863224,2013-12-24,misdemeanor,property,2013-12-24
306222,10407809,2013-06-27,felony,property,2013-06-27
586087,10450758,2013-06-12,misdemeanor,drug,2013-06-12
103801,10453888,2013-06-11,misdemeanor,drug,2013-06-11
145687,8863700,2014-11-22,misdemeanor,property,2014-11-22
311707,8874413,2014-11-20,misdemeanor,property,2014-11-20
207810,8874555,2014-11-20,misdemeanor,drug,2014-11-20
145687,8905089,2014-11-10,misdemeanor,property,2014-11-10
67939,9092645,2014-09-06,misdemeanor,property,2014-09-06
571225,9092739,2014-09-06,misdemeanor,property,2014-09-06
91690,9791126,2014-01-17,misdemeanor,property,2014-01-17
101916,9142926,2014-08-20,misdemeanor,property,2014-08-20
162419,9451580,2014-05-17,misdemeanor,drug,2014-05-17
145687,9475842,2014-05-08,misdemeanor,property,2014-05-08
316053,9486506,2014-05-05,misdemeanor,violent,2014-05-05
162419,9586774,2014-04-01,misdemeanor,drug,2014-04-01
67939,9351520,2014-06-12,misdemeanor,property,2014-06-12
256881,8195522,2015-07-06,misdemeanor,violent,2015-07-06
212874,7637292,2015-12-19,misdemeanor,property,2015-12-19
84027,7637306,2015-12-19,misdemeanor,property,2015-12-19
542158,8401798,2015-04-25,misdemeanor,property,2015-04-25
91481,8130726,2015-07-23,misdemeanor,property,2015-07-23
207810,8144762,2015-07-19,misdemeanor,violent,2015-07-19
542158,8157349,2015-07-15,misdemeanor,property,2015-07-15
670782,8166534,2015-07-13,felony,violent,2015-07-13
34896,7982332,2015-09-08,misdemeanor,property,2015-09-08
202960,7879850,2015-10-09,misdemeanor,drug,2015-10-09
540780,6455123,2016-11-09,misdemeanor,violent,2016-11-09
702095,6455738,2016-11-09,misdemeanor,property,2016-11-09
703333,6730488,2016-08-18,misdemeanor,violent,2016-08-18
206779,6353564,2016-12-10,misdemeanor,property,2016-12-10
33253,6484280,2016-10-31,felony,property,2016-10-31
706551,6377487,2016-11-29,misdemeanor,property,2016-11-29
575555,6920297,2016-06-24,misdemeanor,violent,2016-06-24
709462,6798949,2016-07-29,misdemeanor,property,2016-07-29
66046,6805539,2016-07-27,misdemeanor,drug,2016-07-27
93743,7392722,2016-03-03,misdemeanor,property,2016-03-03
91690,6542560,2016-10-13,misdemeanor,property,2016-10-13
712738,6814001,2016-07-25,misdemeanor,property,2016-07-25
541012,6981666,2016-06-06,misdemeanor,violent,2016-06-06
212874,7425165,2016-02-23,misdemeanor,property,2016-02-23
131507,6995889,2016-06-01,misdemeanor,property,2016-06-01
220893,6386090,2016-11-27,misdemeanor,violent,2016-11-27
25523,7012823,2016-05-26,misdemeanor,drug,2016-05-26
162419,7017218,2016-05-25,misdemeanor,property,2016-05-25
720250,6325787,2016-12-18,misdemeanor,property,2016-12-18
262806,7055271,2016-05-15,misdemeanor,drug,2016-05-15
721126,7453819,2016-02-18,misdemeanor,property,2016-02-18
206779,6680947,2016-09-01,felony,property,2016-09-01
228565,7208240,2016-04-21,misdemeanor,violent,2016-04-21
724047,7216276,2016-04-19,misdemeanor,property,2016-04-19
106675,6861244,2016-07-10,misdemeanor,drug,2016-07-10
725268,6889724,2016-07-05,misdemeanor,drug,2016-07-05
65387,7256023,2016-04-09,misdemeanor,violent,2016-04-09
65387,5269646,2017-08-31,misdemeanor,violent,2017-08-31
731121,6046758,2017-03-04,misdemeanor,other,2017-03-04
91690,6037971,2017-03-07,misdemeanor,property,2017-03-07
306222,5252269,2017-09-04,misdemeanor,property,2017-09-04
28614,6045036,2017-03-05,misdemeanor,drug,2017-03-05
545503,5233850,2017-09-07,misdemeanor,drug,2017-09-07
220893,5138063,2017-09-22,misdemeanor,violent,2017-09-22
235227,6072435,2017-02-26,misdemeanor,property,2017-02-26
243409,5142809,2017-09-21,misdemeanor,property,2017-09-21
736961,6086937,2017-02-22,misdemeanor,violent,2017-02-22
540719,6240675,2017-01-13,misdemeanor,property,2017-01-13
202960,5894579,2017-04-13,misdemeanor,property,2017-04-13
92826,4759494,2017-11-26,misdemeanor,property,2017-11-26
742445,5816465,2017-05-03,misdemeanor,property,2017-05-03
738991,5168153,2017-09-17,misdemeanor,violent,2017-09-17
742996,4599087,2017-12-24,misdemeanor,property,2017-12-24
146236,4665527,2017-12-11,misdemeanor,violent,2017-12-11
747185,5182981,2017-09-14,misdemeanor,property,2017-09-14
570963,6165914,2017-02-03,misdemeanor,property,2017-02-03
77082,5603474,2017-06-22,misdemeanor,violent,2017-06-22
754085,5633837,2017-06-16,felony,property,2017-06-16
755398,5664009,2017-06-09,misdemeanor,violent,2017-06-09
207810,5664215,2017-06-09,misdemeanor,violent,2017-06-09
196266,5686023,2017-06-03,misdemeanor,property,2017-06-03
67939,5695293,2017-06-01,misdemeanor,property,2017-06-01
235227,5726487,2017-05-27,misdemeanor,property,2017-05-27
98350,5894808,2017-04-13,misdemeanor,drug,2017-04-13
220893,6023672,2017-03-10,misdemeanor,violent,2017-03-10
220893,6023673,2017-03-10,misdemeanor,violent,2017-03-10
598785,3477152,2018-07-07,misdemeanor,property,2018-07-07
598785,2689113,2018-11-16,misdemeanor,property,2018-11-16
202960,4497116,2018-01-17,misdemeanor,property,2018-01-17
134133,4513745,2018-01-14,misdemeanor,other,2018-01-14
767053,2667595,2018-11-20,misdemeanor,property,2018-11-20
92826,4514795,2018-01-13,misdemeanor,property,2018-01-13
207810,4514956,2018-01-13,misdemeanor,violent,2018-01-13
207810,3739546,2018-05-20,misdemeanor,violent,2018-05-20
220893,4528362,2018-01-11,misdemeanor,property,2018-01-11
184560,2775004,2018-10-31,misdemeanor,property,2018-10-31
27785,4280859,2018-02-26,misdemeanor,property,2018-02-26
92826,3186875,2018-08-12,misdemeanor,other,2018-08-12
207810,3243682,2018-08-01,misdemeanor,other,2018-08-01
228162,4285956,2018-02-24,misdemeanor,violent,2018-02-24
92826,3899449,2018-04-20,misdemeanor,other,2018-04-20
545503,3499759,2018-07-04,misdemeanor,violent,2018-07-04
785937,3083255,2018-09-04,misdemeanor,violent,2018-09-04
539268,3226862,2018-08-04,misdemeanor,drug,2018-08-04
265085,3232676,2018-08-03,misdemeanor,property,2018-08-03
207810,3232234,2018-08-03,misdemeanor,property,2018-08-03
91883,3262662,2018-07-28,misdemeanor,other,2018-07-28
131507,3866208,2018-04-26,misdemeanor,property,2018-04-26
98350,3989749,2018-04-06,misdemeanor,other,2018-04-06
260781,4001852,2018-04-04,misdemeanor,property,2018-04-04
213172,2570576,2018-12-10,misdemeanor,property,2018-12-10
184560,2790886,2018-10-29,misdemeanor,property,2018-10-29
276664,3016429,2018-09-15,misdemeanor,violent,2018-09-15
306374,4456365,2018-01-24,misdemeanor,violent,2018-01-24
260781,1247761,2019-07-24,misdemeanor,other,2019-07-24
306374,1310553,2019-07-12,misdemeanor,property,2019-07-12
207810,1521450,2019-06-02,misdemeanor,violent,2019-06-02
742629,1908693,2019-04-11,misdemeanor,violent,2019-04-11
77082,2100281,2019-03-09,misdemeanor,property,2019-03-09
207810,2415965,2019-01-10,misdemeanor,other,2019-01-10
77082,1891070,2019-04-14,misdemeanor,other,2019-04-14
742629,1058639,2019-08-30,misdemeanor,property,2019-08-30
27249,1228588,2019-07-28,misdemeanor,property,2019-07-28
92636,1409478,2019-06-24,misdemeanor,property,2019-06-24
555837,1466650,2019-06-12,misdemeanor,property,2019-06-12
539268,1534559,2019-05-30,misdemeanor,property,2019-05-30
555286,1564049,2019-05-26,misdemeanor,property,2019-05-26
260781,2296603,2019-02-03,misdemeanor,property,2019-02-03
103801,11450174,2012-06-21,misdemeanor,drug,2012-06-21
92254,11464318,2012-06-16,misdemeanor,violent,2012-06-16
98350,11206394,2012-09-14,felony,other,2012-09-14
555837,11305595,2012-08-11,misdemeanor,violent,2012-08-11
93743,11346673,2012-07-28,misdemeanor,other,2012-07-28
106675,11349816,2012-07-27,misdemeanor,drug,2012-07-27
91724,11349722,2012-07-27,misdemeanor,other,2012-07-27
84027,11352828,2012-07-26,misdemeanor,other,2012-07-26
103801,11546070,2012-05-22,felony,property,2012-05-22
332271,11573628,2012-05-12,misdemeanor,drug,2012-05-12
93743,11337251,2012-08-01,misdemeanor,other,2012-08-01
66046,11118403,2012-10-15,felony,violent,2012-10-15
93743,11424214,2012-06-30,misdemeanor,other,2012-06-30
33253,10560920,2013-05-05,felony,property,2013-05-05
84027,10723579,2013-03-09,misdemeanor,drug,2013-03-09
145687,10740887,2013-03-03,felony,property,2013-03-03
65964,10011576,2013-11-13,misdemeanor,drug,2013-11-13
586087,10234818,2013-08-24,felony,violent,2013-08-24
98350,10311123,2013-07-31,misdemeanor,other,2013-07-31
98350,10343640,2013-07-19,misdemeanor,drug,2013-07-19
235227,10799642,2013-02-11,misdemeanor,drug,2013-02-11
239629,10888153,2013-01-09,misdemeanor,drug,2013-01-09
66046,10070530,2013-10-23,felony,property,2013-10-23
231083,10070522,2013-10-23,misdemeanor,drug,2013-10-23
598785,10070048,2013-10-23,misdemeanor,other,2013-10-23
704623,10374347,2013-07-09,felony,violent,2013-07-09
33253,9863287,2013-12-24,felony,property,2013-12-24
93743,10385400,2013-07-04,misdemeanor,drug,2013-07-04
235227,10423855,2013-06-21,misdemeanor,drug,2013-06-21
92826,9655744,2014-03-08,misdemeanor,other,2014-03-08
106675,9664170,2014-03-06,felony,drug,2014-03-06
316053,9667599,2014-03-05,felony,violent,2014-03-05
184900,8898229,2014-11-12,misdemeanor,drug,2014-11-12
101770,9121859,2014-08-27,misdemeanor,property,2014-08-27
84027,9139201,2014-08-21,misdemeanor,drug,2014-08-21
92826,9829024,2014-01-06,misdemeanor,property,2014-01-06
162419,9440643,2014-05-21,felony,drug,2014-05-21
637495,9036262,2014-09-23,felony,violent,2014-09-23
92826,9488255,2014-05-04,misdemeanor,property,2014-05-04
162419,9223160,2014-07-24,felony,drug,2014-07-24
92826,9501669,2014-04-29,misdemeanor,property,2014-04-29
239629,8787305,2014-12-20,misdemeanor,drug,2014-12-20
173473,9592452,2014-03-29,misdemeanor,property,2014-03-29
3664742,9599248,2014-03-27,felony,drug,2014-03-27
311707,8822956,2014-12-09,misdemeanor,drug,2014-12-09
13592,8849187,2014-11-28,felony,property,2014-11-28
92826,7900899,2015-10-02,misdemeanor,property,2015-10-02
94941,7915552,2015-09-28,misdemeanor,property,2015-09-28
98350,8408310,2015-04-23,felony,violent,2015-04-23
316053,8437202,2015-04-16,felony,violent,2015-04-16
667567,8399320,2015-04-27,misdemeanor,property,2015-04-27
306222,8293373,2015-06-03,misdemeanor,drug,2015-06-03
213172,7626618,2015-12-23,misdemeanor,violent,2015-12-23
670471,7664674,2015-12-11,misdemeanor,other,2015-12-11
670782,7678240,2015-12-09,misdemeanor,property,2015-12-09
92254,8692170,2015-01-26,misdemeanor,property,2015-01-26
542158,8104307,2015-07-31,misdemeanor,property,2015-07-31
92826,8713862,2015-01-17,misdemeanor,other,2015-01-17
323098,8189876,2015-07-08,felony,property,2015-07-08
84027,8205226,2015-07-01,felony,drug,2015-07-01
92826,8583905,2015-02-27,misdemeanor,other,2015-02-27
316053,7947411,2015-09-17,misdemeanor,drug,2015-09-17
231083,8762137,2015-01-01,misdemeanor,violent,2015-01-01
27558,7965288,2015-09-11,misdemeanor,property,2015-09-11
65387,7987931,2015-09-05,felony,property,2015-09-05
243409,7994926,2015-09-03,misdemeanor,property,2015-09-03
91690,8230123,2015-06-23,misdemeanor,property,2015-06-23
202960,7824354,2015-10-25,misdemeanor,violent,2015-10-25
316053,8236047,2015-06-21,misdemeanor,drug,2015-06-21
316053,8452096,2015-04-11,felony,violent,2015-04-11
667567,6835425,2016-07-18,misdemeanor,property,2016-07-18
416390,6349926,2016-12-12,misdemeanor,other,2016-12-12
65964,6725060,2016-08-20,misdemeanor,drug,2016-08-20
228688,6479185,2016-11-01,misdemeanor,property,2016-11-01
98350,6788370,2016-08-02,misdemeanor,other,2016-08-02
212874,6920047,2016-06-24,misdemeanor,drug,2016-06-24
92826,6292883,2016-12-30,misdemeanor,property,2016-12-30
27785,6511575,2016-10-21,misdemeanor,property,2016-10-21
709771,6515921,2016-10-20,misdemeanor,drug,2016-10-20
234366,6947298,2016-06-15,misdemeanor,property,2016-06-15
66046,6947576,2016-06-15,misdemeanor,property,2016-06-15
243705,6532455,2016-10-17,felony,property,2016-10-17
712318,6570894,2016-10-04,felony,drug,2016-10-04
72764,6624982,2016-09-18,felony,property,2016-09-18
3667430,6638873,2016-09-14,felony,violent,2016-09-14
716080,6651028,2016-09-10,misdemeanor,violent,2016-09-10
717027,6303916,2016-12-26,felony,other,2016-12-26
228688,6386145,2016-11-27,misdemeanor,other,2016-11-27
106675,6671035,2016-09-05,misdemeanor,drug,2016-09-05
92254,6417469,2016-11-16,misdemeanor,property,2016-11-16
98350,7047374,2016-05-17,misdemeanor,other,2016-05-17
242203,6329547,2016-12-16,felony,drug,2016-12-16
251820,6442129,2016-11-14,felony,violent,2016-11-14
212874,7184393,2016-04-29,misdemeanor,violent,2016-04-29
542158,6837789,2016-07-16,misdemeanor,drug,2016-07-16
65387,7194627,2016-04-26,felony,violent,2016-04-26
65387,7200737,2016-04-23,misdemeanor,other,2016-04-23
670782,7255049,2016-04-10,misdemeanor,property,2016-04-10
33253,7277173,2016-04-04,felony,property,2016-04-04
173473,7552078,2016-01-16,misdemeanor,property,2016-01-16
198393,5083273,2017-10-02,felony,violent,2017-10-02
146410,5935381,2017-04-03,misdemeanor,property,2017-04-03
234366,5049055,2017-10-09,misdemeanor,violent,2017-10-09
100614,5111848,2017-09-27,misdemeanor,property,2017-09-27
540719,6268753,2017-01-07,misdemeanor,other,2017-01-07
98350,5733959,2017-05-25,misdemeanor,drug,2017-05-25
196266,5370074,2017-08-11,misdemeanor,other,2017-08-11
65964,5376894,2017-08-10,felony,violent,2017-08-10
260781,5768372,2017-05-16,misdemeanor,other,2017-05-16
34896,6275350,2017-01-05,misdemeanor,drug,2017-01-05
91481,5776005,2017-05-14,misdemeanor,violent,2017-05-14
540719,6287712,2017-01-02,misdemeanor,other,2017-01-02
67939,5475688,2017-07-21,misdemeanor,drug,2017-07-21
670782,4573028,2017-12-31,felony,violent,2017-12-31
741080,5811982,2017-05-04,misdemeanor,drug,2017-05-04
311707,6106630,2017-02-16,misdemeanor,other,2017-02-16
67939,6234087,2017-01-16,felony,violent,2017-01-16
3668762,5918533,2017-04-07,felony,violent,2017-04-07
239629,5577949,2017-06-29,misdemeanor,drug,2017-06-29
92826,5504431,2017-07-15,misdemeanor,other,2017-07-15
306222,4934361,2017-10-29,misdemeanor,property,2017-10-29
749038,5834411,2017-04-28,felony,violent,2017-04-28
670782,4976249,2017-10-21,misdemeanor,violent,2017-10-21
750540,6170652,2017-02-02,misdemeanor,violent,2017-02-02
65387,6179507,2017-01-31,misdemeanor,other,2017-01-31
106675,5603691,2017-06-22,misdemeanor,drug,2017-06-22
712318,6183928,2017-01-30,felony,drug,2017-01-30
266457,5222987,2017-09-10,felony,drug,2017-09-10
69593,5229233,2017-09-08,felony,property,2017-09-08
540315,5238488,2017-09-06,misdemeanor,drug,2017-09-06
756222,5942633,2017-03-31,felony,property,2017-03-31
92826,5959563,2017-03-29,misdemeanor,property,2017-03-29
540780,5695116,2017-06-01,misdemeanor,violent,2017-06-01
265085,5972032,2017-03-26,misdemeanor,other,2017-03-26
92826,6220497,2017-01-19,misdemeanor,other,2017-01-19
213172,6009424,2017-03-15,felony,violent,2017-03-15
670782,2872315,2018-10-12,felony,violent,2018-10-12
586087,4497239,2018-01-17,misdemeanor,other,2018-01-17
260781,3065619,2018-09-06,misdemeanor,property,2018-09-06
230959,3128626,2018-08-25,misdemeanor,violent,2018-08-25
94941,4434854,2018-01-28,felony,property,2018-01-28
122092,648768,2019-11-20,misdemeanor,drug,2019-11-20
265085,585642,2019-12-03,misdemeanor,drug,2019-12-03
767053,671882,2019-11-15,felony,violent,2019-11-15
243705,711591,2019-11-07,felony,violent,2019-11-07
220893,1528444,2019-05-31,felony,violent,2019-05-31
92826,884133,2019-10-02,misdemeanor,other,2019-10-02
92826,978959,2019-09-14,misdemeanor,other,2019-09-14
91883,4035913,2020-07-23,misdemeanor,property,2020-07-23
243705,3938266,2020-07-17,misdemeanor,other,2020-07-17
265085,228337,2020-02-17,misdemeanor,drug,2020-02-17
91883,4067151,2020-08-05,misdemeanor,property,2020-08-05
184900,38229,2020-04-16,misdemeanor,property,2020-04-16
93743,20443,2020-04-28,misdemeanor,drug,2020-04-28
